1623,"E.S.D. 8, Proposition 1 - In District",0114,535,142,677,943,71.79%,297,128,425
1623,"E.S.D. 8, Proposition 1 - In District",0127,978,214,1192,2091,57.01%,505,191,696
1623,"E.S.D. 8, Proposition 1 - In District",0245,13,7,20,31,64.52%,8,4,12
1623,"E.S.D. 8, Proposition 1 - In District",0485,0,12,12,0,0.00%,5,2,7
1623,"E.S.D. 8, Proposition 1 - In District",0529,2107,434,2541,3842,66.14%,1224,446,1670
1623,"E.S.D. 8, Proposition 1 - In District",0726,253,60,313,473,66.17%,145,52,197
1623,"E.S.D. 8, Proposition 1 - In District",0903,273,127,400,620,64.52%,192,81,273
1623,"E.S.D. 8, Proposition 1 - In District",0915,0,0,0,0,0.00%,0,0,0
1623,"E.S.D. 8, Proposition 1 - In District",0916,1257,268,1525,1874,81.38%,737,322,1059
1623,"E.S.D. 8, Proposition 1 - In District",Totals,5416,1264,6680,9874,,3113,1226,4339
